_id,active,createdDate,lastLogin,role,signUpSource,state
5ffc9d87b3348b11c9338920,True,2021-01-11 10:48:39.076000,2021-01-11 10:50:13.461000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffcb4bc04929111f6e92608,True,2021-01-11 12:27:40.225000,2021-01-11 12:27:40.265000,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11 09:49:11.890000,2021-01-11 09:50:56.750000,consumer,Email,WI
5ffc9d9f04929111f6e92456,True,2021-01-11 10:49:03.920000,2021-01-11 10:49:03.965000,consumer,Email,WI
5ffca30604929111f6e92525,True,2021-01-11 11:12:06.515000,2021-01-11 11:12:06.791000,consumer,Email,WI
5fff0f9804929101d0ab0697,True,2021-01-13 07:19:52.446000,2021-01-13 07:19:52.678000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13 11:37:18.415000,2021-01-13 11:41:12.676000,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12 13:15:00.208000,,consumer,Email,AL
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13 11:37:18.415000,2021-01-13 11:41:12.676000,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12 13:15:00.208000,,consumer,Email,AL
5fff26bab3348b03eb45bb22,True,2021-01-13 08:58:34.027000,2021-01-13 08:58:34.075000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff4c7461ffa811fdb0854c,True,2021-01-13 11:39:32.913000,2021-01-13 11:39:33.163000,consumer,Email,WI
5fff26bfb3348b03eb45bb32,True,2021-01-13 08:58:39.411000,2021-01-13 08:58:39.463000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13 07:18:39.070000,2021-01-13 07:22:02.153000,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,True,2021-01-13 08:59:30.518000,2021-01-13 08:59:30.567000,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13 12:19:38.721000,2021-01-13 12:23:26.975000,consumer,Email,WI
6000d4bae2571211db395b9f,True,2021-01-14 15:33:14.861000,2021-01-14 15:33:14.903000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
6000d46cfb296c121a81b20c,True,2021-01-14 15:31:56.665000,2021-01-14 15:33:52.701000,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14 13:29:18.188000,2021-01-14 13:33:22.666000,consumer,Email,WI
60005709bd4dff11dda90ac1,True,2021-01-14 06:36:57.988000,2021-01-14 06:36:58.051000,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14 13:29:18.188000,2021-01-14 13:33:22.666000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14 13:29:18.188000,2021-01-14 13:33:22.666000,consumer,Email,WI
5e27526d0bdb6a138c32b556,True,2020-01-21 11:35:09.795000,,consumer,Google,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
6000d46cfb296c121a81b20c,True,2021-01-14 15:31:56.665000,2021-01-14 15:33:52.701000,consumer,Email,WI
6000d4abe2571211db395b5c,True,2021-01-14 15:32:59.197000,2021-01-14 15:32:59.248000,consumer,Email,WI
600056d6bd4dff11dda90a3f,True,2021-01-14 06:36:06.157000,2021-01-14 06:36:06.208000,consumer,Email,WI
60005704bd4dff11dda90a9d,True,2021-01-14 06:36:52.368000,2021-01-14 06:36:52.418000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14 06:35:15.207000,2021-01-14 06:37:10.767000,consumer,Email,WI
60005709bd4dff11dda90ac1,True,2021-01-14 06:36:57.988000,2021-01-14 06:36:58.051000,consumer,Email,WI
6002475cfb296c121a81b98d,True,2021-01-15 17:54:36.571000,,consumer,Email,WI
60024f24e257124ec6b99a13,True,2021-01-15 18:27:49.345000,,consumer,Email,WI
60037329e257124ec6b99eeb,True,2021-01-16 15:13:45.574000,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
6002541ae257124ec6b99a3a,True,2021-01-15 18:48:58.736000,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
600258dafb296c4ef805d9b7,True,2021-01-15 19:09:14.959000,,consumer,Email,WI
60025c65fb296c4ef805d9e6,True,2021-01-15 19:24:21.980000,,consumer,Email,WI
60037005e257124ec6b99ec2,True,2021-01-16 15:00:21.504000,,consumer,Email,WI
60025c65fb296c4ef805d9e6,True,2021-01-15 19:24:21.980000,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
60025c65fb296c4ef805d9e6,True,2021-01-15 19:24:21.980000,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,True,2021-01-14 13:27:55.938000,,consumer,Email,AL
60023de5fb296c121a81b955,True,2021-01-15 17:14:13.653000,,consumer,Email,CO
6002541ae257124ec6b99a3a,True,2021-01-15 18:48:58.736000,,consumer,Email,WI
60049cdce257124ec6b9a353,True,2021-01-17 12:23:56.994000,,consumer,Email,WI
60025fe0e257124ec6b99a87,True,2021-01-15 19:39:13.154000,,consumer,Email,WI
600498c4e257124ec6b9a331,True,2021-01-17 12:06:29.321000,,consumer,Email,WI
6004a5d3fb296c4ef805e256,True,2021-01-17 13:02:11.432000,,consumer,Email,WI
60037a94fb296c4ef805ddbe,True,2021-01-16 15:45:25.319000,,consumer,Email,WI
600495c3fb296c4ef805e1fc,True,2021-01-17 11:53:39.356000,,consumer,Email,WI
6004a965e257124ec6b9a39f,True,2021-01-17 13:17:25.327000,,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19 12:51:23.347000,2021-01-19 12:55:08.492000,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19 12:51:23.347000,2021-01-19 12:55:08.492000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19 12:59:05.175000,2021-01-19 13:02:42.824000,consumer,Email,WI
600746fd6e64691717e8cfb5,True,2021-01-19 12:54:21.274000,2021-01-19 12:54:21.487000,consumer,Email,WI
60074b49325c8a1794623876,True,2021-01-19 13:12:41.649000,2021-01-19 13:16:09.332000,consumer,Email,WI
60074b49325c8a1794623876,True,2021-01-19 13:12:41.649000,2021-01-19 13:16:09.332000,consumer,Email,WI
60074b996e64691717e8f11a,True,2021-01-19 13:14:01.809000,2021-01-19 13:14:02.010000,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19 12:59:05.175000,2021-01-19 13:02:42.824000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19 12:59:05.175000,2021-01-19 13:02:42.824000,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19 12:32:17,2021-01-19 12:39:03.299000,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19 12:51:23.347000,2021-01-19 12:55:08.492000,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19 12:59:05.175000,2021-01-19 13:02:42.824000,consumer,Email,WI
60074246325c8a12289e22a0,True,2021-01-19 12:34:15.284000,2021-01-19 12:34:15.511000,consumer,Email,WI
60074883325c8a1794622a12,True,2021-01-19 13:00:51.464000,2021-01-19 13:00:51.660000,consumer,Email,WI
6006f786fb296c7f688530f8,True,2021-01-19 07:15:18.644000,,consumer,Email,AL
60088d55633aab121bb8e41a,True,2021-01-20 12:06:45.740000,2021-01-20 12:07:54.542000,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20 11:49:15.040000,2021-01-20 11:50:33.205000,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20 11:49:15.040000,2021-01-20 11:50:33.205000,consumer,Email,WI
60083a1e325c8a17946255de,True,2021-01-20 06:11:42.022000,2021-01-20 06:15:04.611000,consumer,Email,WI
6008896c633aab121bb8e11d,True,2021-01-20 11:50:04.439000,,consumer,Email,WI
60086a09b6310511daa4e1e9,True,2021-01-20 09:36:09.747000,2021-01-20 09:36:10.045000,consumer,Email,WI
60088d55633aab121bb8e41a,True,2021-01-20 12:06:45.740000,2021-01-20 12:07:54.542000,consumer,Email,WI
60088e5d633aab121bb8e5cf,True,2021-01-20 12:11:09.989000,2021-01-20 12:11:10.035000,consumer,Email,WI
60085b3dbe5fc90ee6a67b11,True,2021-01-20 08:33:01.152000,2021-01-20 08:36:54.993000,consumer,Email,WI
60088e44b6310511daa4ef80,True,2021-01-20 12:10:44.695000,2021-01-20 12:11:55.932000,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20 11:49:15.040000,2021-01-20 11:50:33.205000,consumer,Email,WI
